Wavelength	WH1059X00002.asd
350	 0.14215255954072 
351	 0.146766127965015 
352	 0.161905099986106 
353	 0.165817030483529 
354	 0.161654331392644 
355	 0.159261682742799 
356	 0.1606085464302 
357	 0.155858901295871 
358	 0.152190500960954 
359	 0.161654097654826 
360	 0.16217261890388 
361	 0.168693183601199 
362	 0.180144238919429 
363	 0.175225850483301 
364	 0.166328166006534 
365	 0.161661463060785 
366	 0.164365912893935 
367	 0.173725296894211 
368	 0.167985881354605 
369	 0.16073585224944 
370	 0.168903245331995 
371	 0.175925135122165 
372	 0.177620528459251 
373	 0.173248758291664 
374	 0.165539848716761 
375	 0.167303942921755 
376	 0.172907651730819 
377	 0.176441596114639 
378	 0.174536971889151 
379	 0.173595659825929 
380	 0.175734692207951 
381	 0.179209584800891 
382	 0.174455693760356 
383	 0.174371939604612 
384	 0.176532648162714 
385	 0.174415703428147 
386	 0.174933382016512 
387	 0.177504479919078 
388	 0.180639926410006 
389	 0.18233753790594 
390	 0.178567962456974 
391	 0.176565578299987 
392	 0.179567081899286 
393	 0.180882349945744 
394	 0.181484867495543 
395	 0.181518104606497 
396	 0.181150189112397 
397	 0.180556335890342 
398	 0.181650951848233 
399	 0.184394231538617 
400	 0.186705476845366 
401	 0.180188501689698 
402	 0.178425299174418 
403	 0.18402358782089 
404	 0.183310466221451 
405	 0.181166923430141 
406	 0.180531399748506 
407	 0.182294530233012 
408	 0.18309155129911 
409	 0.182364542025155 
410	 0.182166356173271 
411	 0.184529301673178 
412	 0.184128128015738 
413	 0.183842078093704 
414	 0.184726270060598 
415	 0.185528481506725 
416	 0.185468921544742 
417	 0.18559732781046 
418	 0.186425064260528 
419	 0.186785871637856 
420	 0.185961569957807 
421	 0.184644287127527 
422	 0.184157424233587 
423	 0.18616956566012 
424	 0.188176684536018 
425	 0.188379018862096 
426	 0.186161482183085 
427	 0.186173336123626 
428	 0.186952947360397 
429	 0.187489555267039 
430	 0.189308596143972 
431	 0.18895015669046 
432	 0.187689147432814 
433	 0.187566572849779 
434	 0.187914325992017 
435	 0.188367913485681 
436	 0.188789433035307 
437	 0.189152590556288 
438	 0.188884700097996 
439	 0.188871459750391 
440	 0.189464392879097 
